Company_ID,Year,Environmental_Score,Social_Score,Governance_Score,ESG_Score
C0376,2015,84.78,70.49,43.94,66.40
C0376,2016,85.46,49.82,53.85,63.04
C0376,2017,55.69,52.57,52.44,53.57
C0376,2018,74.55,48.68,51.73,58.32
C0376,2019,53.58,87.89,49.64,63.70
C0376,2020,49.53,82.73,68.74,67.00
C0376,2021,49.23,51.52,56.41,52.39
C0376,2022,57.11,56.38,81.02,64.83
C0376,2023,61.50,50.49,49.20,53.73
C0376,2024,81.55,64.59,63.23,69.79
C0377,2015,45.99,40.98,40.68,42.55
C0377,2016,76.75,73.57,64.08,71.47
C0377,2017,66.57,66.16,42.79,58.51
C0377,2018,54.40,84.93,88.89,76.07
C0377,2019,64.64,48.22,79.53,64.13
C0377,2020,55.00,80.21,64.51,66.57
C0377,2021,69.80,79.60,44.33,64.58
C0377,2022,61.69,46.36,69.62,59.22
C0377,2023,48.22,59.93,77.94,62.03
C0377,2024,45.83,48.51,49.54,47.96
C0378,2015,67.33,52.74,68.41,62.83
C0378,2016,85.12,53.16,80.71,73.00
C0378,2017,57.20,67.81,78.41,67.81
C0378,2018,76.65,60.57,80.15,72.46
C0378,2019,72.93,87.39,83.97,81.43
C0378,2020,86.58,46.32,86.88,73.26
C0378,2021,81.05,88.68,60.28,76.67
C0378,2022,68.33,51.53,68.44,62.77
C0378,2023,72.85,78.64,79.53,77.01
C0378,2024,84.92,56.95,74.86,72.24
C0379,2015,59.98,47.15,89.78,65.64
C0379,2016,56.34,82.89,40.68,59.97
C0379,2017,40.54,55.44,57.76,51.25
C0379,2018,81.33,72.94,54.05,69.44
C0379,2019,80.05,68.32,53.12,67.16
C0379,2020,45.22,63.59,51.13,53.31
C0379,2021,68.84,64.79,75.46,69.70
C0379,2022,63.20,76.61,44.24,61.35
C0379,2023,45.94,44.39,77.08,55.80
C0379,2024,89.03,73.41,74.67,79.04
C0380,2015,50.73,84.79,52.54,62.69
C0380,2016,43.36,42.89,52.64,46.30
C0380,2017,69.74,47.03,71.44,62.74
C0380,2018,76.94,75.83,78.11,76.96
C0380,2019,41.62,61.86,83.82,62.44
C0380,2020,72.94,60.18,82.61,71.91
C0380,2021,66.61,46.85,88.24,67.24
C0380,2022,45.16,65.34,69.07,59.86
C0380,2023,48.63,46.33,85.43,60.13
C0380,2024,68.40,63.83,80.43,70.89
C0381,2015,54.82,78.18,84.73,72.58
C0381,2016,86.92,52.91,40.58,60.14
C0381,2017,80.94,64.04,88.30,77.76
C0381,2018,89.18,89.60,63.68,80.82
C0381,2019,52.98,74.33,79.91,69.08
C0381,2020,88.49,82.07,46.36,72.30
C0381,2021,61.56,60.74,59.80,60.70
C0381,2022,57.38,78.39,53.57,63.11
C0381,2023,42.52,42.03,54.58,46.38
C0381,2024,42.64,46.15,46.16,44.98
C0382,2015,74.60,50.15,80.29,68.35
C0382,2016,62.90,60.10,40.46,54.49
C0382,2017,51.33,82.29,55.63,63.08
C0382,2018,70.70,57.31,48.72,58.91
C0382,2019,52.64,72.73,69.45,64.94
C0382,2020,68.88,75.47,52.71,65.69
C0382,2021,57.96,69.31,52.95,60.07
C0382,2022,81.18,57.86,64.42,67.82
C0382,2023,81.03,68.85,72.63,74.17
C0382,2024,63.87,57.11,46.07,55.68
C0383,2015,57.54,44.19,48.78,50.17
C0383,2016,58.13,89.64,52.36,66.71
C0383,2017,80.29,46.36,88.69,71.78
C0383,2018,56.41,43.62,59.86,53.29
C0383,2019,50.45,83.93,69.95,68.11
C0383,2020,44.23,55.09,52.08,50.47
C0383,2021,63.33,72.51,64.52,66.79
C0383,2022,64.11,56.45,43.71,54.75
C0383,2023,82.05,59.57,41.74,61.12
C0383,2024,51.06,53.11,63.44,55.87
C0384,2015,59.05,57.15,59.93,58.71
C0384,2016,80.42,60.54,46.84,62.60
C0384,2017,81.18,76.02,74.38,77.19
C0384,2018,59.23,65.58,89.65,71.48
C0384,2019,62.96,87.18,59.78,69.97
C0384,2020,55.16,42.09,71.23,56.16
C0384,2021,86.63,65.15,88.15,79.98
C0384,2022,45.93,69.21,81.58,65.57
C0384,2023,86.69,86.01,63.18,78.62
C0384,2024,74.19,42.46,76.87,64.51
C0385,2015,66.58,68.67,46.41,60.55
C0385,2016,41.63,82.68,65.61,63.31
C0385,2017,63.78,52.10,53.95,56.61
C0385,2018,60.39,83.81,48.06,64.09
C0385,2019,48.06,40.95,61.31,50.11
C0385,2020,72.82,76.62,46.55,65.33
C0385,2021,88.56,86.66,74.95,83.39
C0385,2022,68.11,72.86,62.81,67.93
C0385,2023,75.74,61.95,66.56,68.08
C0385,2024,43.42,42.24,47.32,44.33
C0386,2015,60.88,86.01,46.99,64.63
C0386,2016,45.82,63.51,69.17,59.50
C0386,2017,70.64,41.45,89.25,67.11
C0386,2018,86.92,74.49,44.81,68.74
C0386,2019,73.09,64.09,54.29,63.82
C0386,2020,43.84,46.22,83.47,57.84
C0386,2021,57.73,50.71,43.61,50.69
C0386,2022,67.53,43.22,83.79,64.85
C0386,2023,60.16,68.71,66.21,65.03
C0386,2024,81.68,71.10,60.41,71.07
C0387,2015,80.73,65.29,55.48,67.17
C0387,2016,70.59,80.86,54.86,68.77
C0387,2017,58.67,83.05,55.29,65.67
C0387,2018,52.77,70.78,84.24,69.26
C0387,2019,45.29,40.64,76.19,54.04
C0387,2020,57.74,74.76,73.49,68.66
C0387,2021,60.66,60.90,79.94,67.17
C0387,2022,73.79,68.28,52.86,64.97
C0387,2023,72.91,72.45,70.90,72.09
C0387,2024,43.51,57.51,63.00,54.67
C0388,2015,59.76,85.85,79.12,74.91
C0388,2016,49.09,46.70,55.46,50.42
C0388,2017,47.84,73.58,72.16,64.53
C0388,2018,81.37,40.22,84.11,68.56
C0388,2019,42.10,86.23,60.11,62.81
C0388,2020,60.96,45.63,43.33,49.97
C0388,2021,48.41,44.74,65.80,52.99
C0388,2022,83.97,56.65,57.30,65.97
C0388,2023,67.85,58.68,73.61,66.71
C0388,2024,51.57,50.72,87.55,63.28
C0389,2015,65.12,69.26,64.28,66.22
C0389,2016,76.57,62.15,63.31,67.34
C0389,2017,87.91,41.71,72.73,67.45
C0389,2018,51.02,55.98,45.17,50.73
C0389,2019,84.31,80.52,52.68,72.50
C0389,2020,86.72,74.49,85.95,82.38
C0389,2021,85.82,76.24,73.50,78.52
C0389,2022,71.77,74.91,40.67,62.45
C0389,2023,71.49,55.55,50.23,59.09
C0389,2024,60.16,44.98,74.14,59.76
C0390,2015,77.62,53.62,78.22,69.82
C0390,2016,66.56,81.59,81.99,76.72
C0390,2017,73.87,89.02,54.61,72.50
C0390,2018,61.42,64.69,86.55,70.89
C0390,2019,76.57,40.49,67.65,61.57
C0390,2020,81.22,47.00,74.83,67.68
C0390,2021,47.32,56.10,69.84,57.75
C0390,2022,81.65,68.93,46.14,65.57
C0390,2023,67.01,43.75,88.16,66.31
C0390,2024,82.23,87.17,46.14,71.85
C0391,2015,61.57,58.25,52.74,57.52
C0391,2016,58.95,85.63,80.68,75.09
C0391,2017,85.75,79.03,70.93,78.57
C0391,2018,52.56,77.77,81.91,70.75
C0391,2019,82.21,70.34,65.79,72.78
C0391,2020,64.20,71.34,58.85,64.80
C0391,2021,65.70,71.90,86.09,74.57
C0391,2022,55.42,71.44,41.81,56.22
C0391,2023,68.65,67.69,82.81,73.05
C0391,2024,56.26,89.32,51.54,65.71
C0392,2015,41.96,76.61,82.44,67.00
C0392,2016,53.60,78.85,46.96,59.80
C0392,2017,40.32,83.62,69.01,64.32
C0392,2018,88.92,50.78,84.41,74.70
C0392,2019,88.29,44.19,63.68,65.38
C0392,2020,59.76,64.14,77.33,67.08
C0392,2021,76.42,65.70,80.23,74.12
C0392,2022,57.29,81.46,76.82,71.86
C0392,2023,73.55,62.19,86.27,74.00
C0392,2024,80.27,68.54,62.34,70.39
C0393,2015,87.34,66.35,48.66,67.45
C0393,2016,60.01,41.91,42.39,48.10
C0393,2017,79.16,70.76,52.32,67.42
C0393,2018,53.30,81.40,47.16,60.62
C0393,2019,89.52,47.88,67.90,68.43
C0393,2020,41.29,69.72,49.25,53.42
C0393,2021,70.18,69.68,41.95,60.60
C0393,2022,72.98,48.21,41.80,54.33
C0393,2023,74.40,46.17,81.58,67.38
C0393,2024,46.02,89.00,69.57,68.20
C0394,2015,86.93,59.69,57.90,68.17
C0394,2016,49.06,51.37,84.71,61.71
C0394,2017,71.14,48.57,43.51,54.40
C0394,2018,51.13,73.38,89.02,71.18
C0394,2019,55.36,70.47,70.81,65.55
C0394,2020,67.32,72.18,49.17,62.89
C0394,2021,60.86,44.40,73.95,59.74
C0394,2022,48.01,84.68,78.17,70.29
C0394,2023,48.55,59.46,61.47,56.49
C0394,2024,60.91,55.67,83.08,66.55
C0395,2015,77.86,63.12,47.54,62.84
C0395,2016,84.90,59.50,53.94,66.11
C0395,2017,44.21,83.18,44.67,57.35
C0395,2018,59.66,86.46,50.54,65.55
C0395,2019,45.01,55.17,51.94,50.71
C0395,2020,40.83,83.20,85.88,69.97
C0395,2021,73.09,79.08,43.91,65.36
C0395,2022,70.12,86.54,61.37,72.68
C0395,2023,48.15,52.29,66.62,55.69
C0395,2024,51.69,68.85,84.93,68.49
C0396,2015,41.19,53.73,89.88,61.60
C0396,2016,81.75,81.20,77.67,80.21
C0396,2017,88.73,40.27,88.54,72.51
C0396,2018,46.77,68.24,79.36,64.79
C0396,2019,51.57,56.96,88.16,65.56
C0396,2020,83.42,56.13,75.36,71.64
C0396,2021,86.32,72.25,43.99,67.52
C0396,2022,60.98,82.57,60.10,67.88
C0396,2023,42.53,70.46,72.33,61.77
C0396,2024,41.97,82.66,57.54,60.72
C0397,2015,68.70,53.23,53.67,58.53
C0397,2016,59.64,65.98,68.87,64.83
C0397,2017,41.43,62.53,86.68,63.54
C0397,2018,69.16,40.58,41.75,50.50
C0397,2019,40.57,67.84,78.46,62.29
C0397,2020,79.37,73.08,76.14,76.19
C0397,2021,55.32,69.60,88.20,71.04
C0397,2022,42.01,76.81,86.54,68.45
C0397,2023,69.42,68.57,78.11,72.03
C0397,2024,59.88,43.34,66.02,56.41
C0398,2015,88.69,45.82,50.21,61.58
C0398,2016,67.21,69.82,67.26,68.10
C0398,2017,53.76,53.75,78.27,61.93
C0398,2018,75.47,43.98,84.78,68.08
C0398,2019,53.57,61.48,79.49,64.85
C0398,2020,85.21,67.72,49.76,67.56
C0398,2021,58.74,56.44,69.98,61.72
C0398,2022,67.49,76.02,56.61,66.71
C0398,2023,42.53,72.19,40.46,51.73
C0398,2024,61.31,56.64,50.01,55.99
C0399,2015,81.62,77.74,45.66,68.34
C0399,2016,80.28,72.43,82.14,78.28
C0399,2017,51.22,71.87,52.93,58.67
C0399,2018,51.30,67.67,54.23,57.74
C0399,2019,80.87,40.57,88.00,69.81
C0399,2020,86.52,74.83,58.95,73.43
C0399,2021,44.77,58.80,40.48,48.02
C0399,2022,62.50,87.13,54.19,67.94
C0399,2023,56.87,80.90,45.96,61.25
C0399,2024,83.53,69.38,45.14,66.02
C0400,2015,44.18,52.61,43.87,46.89
C0400,2016,50.56,50.19,69.66,56.80
C0400,2017,77.62,57.02,49.47,61.37
C0400,2018,42.56,63.83,58.06,54.82
C0400,2019,64.63,54.80,83.10,67.51
C0400,2020,62.11,65.75,61.22,63.02
C0400,2021,56.72,48.27,85.78,63.59
C0400,2022,59.73,88.89,64.90,71.17
C0400,2023,66.50,45.40,59.94,57.28
C0400,2024,48.07,86.60,77.52,70.73
C0401,2015,68.60,85.68,43.66,65.98
C0401,2016,80.27,66.27,44.47,63.67
C0401,2017,78.01,76.25,72.60,75.62
C0401,2018,47.69,61.80,64.35,57.95
C0401,2019,47.46,71.50,79.52,66.16
C0401,2020,53.41,57.03,85.81,65.42
C0401,2021,58.05,55.06,59.42,57.51
C0401,2022,60.42,68.91,69.82,66.38
C0401,2023,73.98,64.91,65.03,67.98
C0401,2024,42.83,68.98,89.08,66.96
C0402,2015,41.73,54.33,81.55,59.21
C0402,2016,59.60,58.35,85.59,67.84
C0402,2017,74.86,44.19,52.72,57.26
C0402,2018,49.67,42.61,78.63,56.97
C0402,2019,72.08,52.67,53.27,59.34
C0402,2020,52.99,43.71,50.44,49.05
C0402,2021,84.30,45.19,87.21,72.24
C0402,2022,84.78,80.65,40.97,68.80
C0402,2023,54.86,41.94,88.27,61.69
C0402,2024,51.50,72.95,47.46,57.30
C0403,2015,60.57,53.63,80.97,65.05
C0403,2016,52.03,83.58,53.80,63.13
C0403,2017,73.62,64.25,57.54,65.13
C0403,2018,81.30,55.28,50.84,62.47
C0403,2019,73.65,65.88,69.28,69.60
C0403,2020,81.22,59.10,57.40,65.91
C0403,2021,59.85,68.22,72.87,66.98
C0403,2022,47.82,45.73,40.78,44.77
C0403,2023,76.90,89.85,43.22,69.99
C0403,2024,58.02,61.28,44.98,54.76
C0404,2015,73.56,57.41,60.95,63.97
C0404,2016,53.53,75.51,80.74,69.93
C0404,2017,44.06,58.19,84.41,62.22
C0404,2018,89.63,81.66,52.24,74.51
C0404,2019,47.81,62.71,68.72,59.75
C0404,2020,89.42,75.98,78.42,81.27
C0404,2021,88.86,45.37,54.44,62.89
C0404,2022,79.69,82.31,60.45,74.15
C0404,2023,72.97,76.79,66.20,71.99
C0404,2024,68.89,50.59,46.74,55.41
C0405,2015,83.31,47.26,41.30,57.29
C0405,2016,54.47,55.81,47.64,52.64
C0405,2017,63.38,88.80,71.34,74.51
C0405,2018,70.97,52.84,43.68,55.83
C0405,2019,60.56,62.81,49.48,57.62
C0405,2020,61.37,41.50,56.89,53.26
C0405,2021,56.51,59.86,43.89,53.42
C0405,2022,68.21,68.57,49.58,62.12
C0405,2023,82.53,87.66,85.56,85.25
C0405,2024,50.08,65.84,40.96,52.29
C0406,2015,86.72,80.96,72.67,80.12
C0406,2016,74.45,67.36,59.22,67.01
C0406,2017,81.16,42.04,73.63,65.61
C0406,2018,67.81,55.75,69.43,64.33
C0406,2019,78.98,68.78,51.17,66.31
C0406,2020,40.81,87.53,82.36,70.23
C0406,2021,80.92,82.96,64.60,76.16
C0406,2022,42.01,51.42,81.13,58.18
C0406,2023,84.50,51.01,60.30,65.27
C0406,2024,89.60,50.06,89.23,76.30
C0407,2015,54.70,86.12,78.52,73.12
C0407,2016,50.52,82.63,88.30,73.82
C0407,2017,78.27,78.74,65.72,74.24
C0407,2018,52.65,59.64,63.68,58.66
C0407,2019,83.28,65.22,77.77,75.42
C0407,2020,45.14,63.22,84.01,64.12
C0407,2021,46.30,52.67,88.21,62.39
C0407,2022,88.96,65.25,56.23,70.15
C0407,2023,73.69,41.52,79.94,65.05
C0407,2024,82.34,46.59,50.53,59.82
C0408,2015,56.22,84.33,67.28,69.27
C0408,2016,73.82,77.58,48.99,66.80
C0408,2017,69.71,61.14,57.37,62.74
C0408,2018,70.16,65.86,86.57,74.19
C0408,2019,74.13,58.50,47.30,59.98
C0408,2020,68.77,77.04,71.62,72.48
C0408,2021,61.45,79.21,69.65,70.10
C0408,2022,53.80,78.16,46.04,59.33
C0408,2023,78.43,76.13,56.30,70.29
C0408,2024,51.31,50.23,68.15,56.56
C0409,2015,74.62,56.90,49.36,60.29
C0409,2016,51.67,63.49,80.03,65.06
C0409,2017,71.27,56.54,88.61,72.14
C0409,2018,77.35,77.75,50.74,68.61
C0409,2019,50.94,56.47,49.35,52.25
C0409,2020,43.00,46.91,62.75,50.89
C0409,2021,46.55,59.95,77.39,61.30
C0409,2022,70.30,89.00,54.08,71.13
C0409,2023,82.47,51.29,40.99,58.25
C0409,2024,42.25,70.61,67.06,59.97
C0410,2015,76.71,61.65,87.83,75.40
C0410,2016,57.07,43.55,59.56,53.39
C0410,2017,63.93,64.39,61.01,63.11
C0410,2018,86.44,75.11,88.45,83.33
C0410,2019,56.60,65.66,74.73,65.66
C0410,2020,63.27,83.61,75.96,74.28
C0410,2021,40.68,54.45,68.14,54.42
C0410,2022,44.08,44.31,88.73,59.04
C0410,2023,52.93,86.83,74.44,71.40
C0410,2024,41.39,58.91,84.75,61.68
C0411,2015,71.57,68.82,74.97,71.79
C0411,2016,61.32,79.60,76.76,72.56
C0411,2017,67.41,56.22,54.52,59.38
C0411,2018,48.73,75.81,55.17,59.90
C0411,2019,54.80,46.77,79.15,60.24
C0411,2020,73.19,54.56,54.84,60.86
C0411,2021,88.27,47.24,68.14,67.88
C0411,2022,42.52,80.56,52.47,58.52
C0411,2023,84.52,51.13,80.85,72.17
C0411,2024,68.84,75.87,45.53,63.41
C0412,2015,68.20,87.16,81.47,78.94
C0412,2016,65.01,66.39,70.14,67.18
C0412,2017,43.47,67.00,49.35,53.27
C0412,2018,44.49,63.05,67.10,58.22
C0412,2019,70.05,56.29,54.12,60.16
C0412,2020,57.05,63.78,56.17,59.00
C0412,2021,85.86,70.14,57.58,71.19
C0412,2022,60.33,89.30,43.17,64.27
C0412,2023,47.16,86.89,89.30,74.45
C0412,2024,75.74,83.11,41.58,66.81
C0413,2015,54.67,84.46,73.12,70.75
C0413,2016,66.27,63.39,58.56,62.74
C0413,2017,74.89,72.87,72.30,73.35
C0413,2018,85.01,84.75,57.81,75.86
C0413,2019,79.61,59.65,73.69,70.98
C0413,2020,73.82,88.09,76.46,79.46
C0413,2021,73.98,60.79,74.53,69.77
C0413,2022,87.30,70.05,45.70,67.68
C0413,2023,54.79,75.49,72.84,67.71
C0413,2024,40.06,87.53,54.00,60.53
C0414,2015,53.60,52.23,41.44,49.09
C0414,2016,50.89,77.31,60.74,62.98
C0414,2017,73.09,66.04,61.68,66.94
C0414,2018,71.69,53.43,63.36,62.82
C0414,2019,69.67,78.83,75.24,74.58
C0414,2020,40.81,67.61,55.44,54.62
C0414,2021,76.44,73.05,55.76,68.42
C0414,2022,56.18,56.15,43.03,51.78
C0414,2023,73.25,64.06,74.34,70.55
C0414,2024,67.83,70.87,68.39,69.03
C0415,2015,57.14,60.25,57.47,58.28
C0415,2016,46.73,49.92,75.26,57.30
C0415,2017,44.72,88.08,66.87,66.56
C0415,2018,81.58,65.57,63.46,70.20
C0415,2019,85.92,76.70,65.57,76.06
C0415,2020,72.49,60.55,71.82,68.29
C0415,2021,45.17,57.76,73.00,58.64
C0415,2022,60.10,60.36,54.45,58.30
C0415,2023,76.45,60.46,47.04,61.31
C0415,2024,78.99,67.21,47.83,64.68
C0416,2015,45.91,67.17,71.97,61.68
C0416,2016,40.00,64.86,83.64,62.83
C0416,2017,75.61,46.74,60.47,60.94
C0416,2018,57.83,64.80,48.48,57.04
C0416,2019,52.72,48.46,77.83,59.67
C0416,2020,40.64,46.31,81.62,56.19
C0416,2021,67.01,86.63,84.03,79.23
C0416,2022,82.56,70.25,70.34,74.38
C0416,2023,87.88,72.97,83.04,81.30
C0416,2024,68.29,60.09,40.77,56.38
C0417,2015,65.72,85.45,45.36,65.51
C0417,2016,44.25,71.90,44.63,53.59
C0417,2017,67.44,78.46,75.63,73.84
C0417,2018,59.00,58.43,43.48,53.64
C0417,2019,70.36,88.00,64.82,74.39
C0417,2020,59.44,81.02,63.64,68.03
C0417,2021,52.01,82.70,55.54,63.42
C0417,2022,44.75,48.61,83.52,58.96
C0417,2023,55.75,53.55,48.52,52.61
C0417,2024,44.83,54.28,57.62,52.25
C0418,2015,48.84,53.55,78.71,60.37
C0418,2016,89.37,82.77,41.52,71.22
C0418,2017,62.21,41.59,73.65,59.15
C0418,2018,66.59,43.80,80.82,63.74
C0418,2019,83.68,53.70,86.61,74.66
C0418,2020,89.78,49.99,83.81,74.53
C0418,2021,69.14,51.59,55.97,58.90
C0418,2022,80.62,79.90,69.32,76.61
C0418,2023,56.35,68.16,43.86,56.12
C0418,2024,55.29,40.29,52.89,49.49
C0419,2015,60.14,61.47,44.71,55.44
C0419,2016,73.63,60.39,55.76,63.26
C0419,2017,74.11,45.70,83.76,67.86
C0419,2018,55.76,73.81,57.36,62.31
C0419,2019,46.66,75.10,68.09,63.29
C0419,2020,71.62,76.04,61.67,69.78
C0419,2021,46.42,76.42,62.95,61.93
C0419,2022,68.92,40.00,88.48,65.80
C0419,2023,74.67,87.70,54.81,72.39
C0419,2024,75.03,80.71,71.37,75.70
C0420,2015,77.67,85.20,61.00,74.63
C0420,2016,83.64,40.78,43.06,55.83
C0420,2017,65.00,86.69,64.47,72.05
C0420,2018,76.51,80.49,80.67,79.22
C0420,2019,70.96,81.86,44.94,65.92
C0420,2020,49.33,44.66,43.48,45.83
C0420,2021,41.28,76.94,47.68,55.30
C0420,2022,54.23,88.00,78.22,73.48
C0420,2023,62.15,73.93,76.20,70.76
C0420,2024,70.86,68.53,68.25,69.21
C0421,2015,82.50,87.28,63.41,77.73
C0421,2016,49.81,62.15,84.42,65.46
C0421,2017,46.28,69.96,78.33,64.86
C0421,2018,88.17,63.82,80.60,77.53
C0421,2019,45.40,86.64,80.66,70.90
C0421,2020,63.92,43.80,72.14,59.95
C0421,2021,69.28,65.06,62.90,65.74
C0421,2022,67.07,74.35,83.23,74.88
C0421,2023,44.30,79.60,86.30,70.07
C0421,2024,42.85,69.15,41.19,51.06
C0422,2015,45.27,85.45,42.58,57.77
C0422,2016,69.28,87.10,87.94,81.44
C0422,2017,67.22,43.22,53.86,54.76
C0422,2018,51.69,60.12,83.67,65.16
C0422,2019,71.89,41.17,59.44,57.50
C0422,2020,81.00,56.47,45.96,61.14
C0422,2021,42.08,66.84,44.02,50.98
C0422,2022,64.91,85.54,47.83,66.09
C0422,2023,74.47,82.33,52.49,69.76
C0422,2024,52.62,46.37,64.43,54.47
C0423,2015,55.39,44.65,75.07,58.37
C0423,2016,70.68,69.46,89.32,76.49
C0423,2017,84.90,66.61,62.08,71.19
C0423,2018,80.50,53.32,65.91,66.57
C0423,2019,69.16,84.97,66.09,73.41
C0423,2020,76.51,86.37,66.97,76.62
C0423,2021,58.24,60.13,65.89,61.42
C0423,2022,72.05,84.52,40.44,65.67
C0423,2023,63.31,59.20,40.09,54.20
C0423,2024,49.50,76.84,44.88,57.07
C0424,2015,75.09,63.80,45.08,61.32
C0424,2016,67.82,46.13,75.24,63.07
C0424,2017,57.93,86.40,50.25,64.86
C0424,2018,85.57,62.70,84.74,77.67
C0424,2019,41.05,76.72,86.43,68.07
C0424,2020,55.79,58.36,88.79,67.65
C0424,2021,42.84,40.94,86.95,56.91
C0424,2022,78.33,45.03,53.59,58.98
C0424,2023,75.11,64.81,65.49,68.47
C0424,2024,56.57,74.50,48.77,59.95
C0425,2015,73.78,56.74,80.31,70.28
C0425,2016,59.80,74.77,84.42,73.00
C0425,2017,77.81,74.93,82.56,78.44
C0425,2018,62.71,75.20,61.67,66.52
C0425,2019,60.61,64.63,77.93,67.72
C0425,2020,86.74,85.74,44.88,72.45
C0425,2021,52.54,64.46,42.01,53.01
C0425,2022,46.02,62.51,77.66,62.07
C0425,2023,69.23,49.97,61.27,60.15
C0425,2024,88.47,55.38,89.78,77.88
C0426,2015,58.89,42.12,44.86,48.62
C0426,2016,43.10,71.68,82.78,65.85
C0426,2017,56.97,52.43,64.00,57.80
C0426,2018,65.30,55.21,81.36,67.29
C0426,2019,48.10,78.54,80.86,69.16
C0426,2020,72.91,56.36,85.80,71.69
C0426,2021,89.89,52.11,54.89,65.63
C0426,2022,62.59,48.45,87.49,66.18
C0426,2023,57.74,78.74,47.58,61.35
C0426,2024,60.04,46.49,44.10,50.21
C0427,2015,45.76,62.69,61.58,56.68
C0427,2016,84.16,65.35,81.42,76.98
C0427,2017,60.74,74.37,63.67,66.26
C0427,2018,59.36,71.66,81.46,70.83
C0427,2019,72.98,80.54,76.48,76.67
C0427,2020,62.10,42.24,50.47,51.60
C0427,2021,72.41,54.82,87.44,71.56
C0427,2022,43.07,54.01,43.04,46.71
C0427,2023,80.69,47.30,84.91,70.97
C0427,2024,87.03,54.46,55.22,65.57
C0428,2015,72.44,55.49,65.01,64.31
C0428,2016,87.73,66.09,61.12,71.65
C0428,2017,47.57,73.19,48.59,56.45
C0428,2018,63.87,59.06,57.91,60.28
C0428,2019,70.09,75.97,49.65,65.24
C0428,2020,69.09,56.81,50.19,58.70
C0428,2021,60.07,54.51,49.35,54.65
C0428,2022,56.90,67.06,64.45,62.80
C0428,2023,46.34,41.19,79.90,55.81
C0428,2024,59.59,43.99,68.45,57.34
C0429,2015,48.13,60.90,84.66,64.56
C0429,2016,76.72,87.15,71.83,78.56
C0429,2017,50.44,76.08,74.47,66.99
C0429,2018,42.93,44.41,73.38,53.57
C0429,2019,67.62,82.32,62.47,70.80
C0429,2020,69.76,76.62,74.47,73.61
C0429,2021,83.60,70.55,43.49,65.88
C0429,2022,68.85,81.01,82.99,77.62
C0429,2023,57.27,60.21,78.89,65.46
C0429,2024,80.15,51.08,52.26,61.16
C0430,2015,67.01,65.60,78.40,70.34
C0430,2016,43.96,67.44,40.63,50.68
C0430,2017,68.29,66.92,50.86,62.02
C0430,2018,85.40,68.25,43.26,65.64
C0430,2019,59.82,87.44,79.01,75.42
C0430,2020,54.82,85.11,77.79,72.57
C0430,2021,47.17,83.79,80.68,70.55
C0430,2022,47.57,80.07,40.22,55.96
C0430,2023,61.64,87.17,65.06,71.29
C0430,2024,69.78,44.92,75.24,63.32
C0431,2015,44.03,53.26,47.77,48.35
C0431,2016,86.98,64.75,72.49,74.74
C0431,2017,77.76,82.33,44.21,68.10
C0431,2018,69.33,65.26,49.07,61.22
C0431,2019,81.42,77.40,63.79,74.20
C0431,2020,44.01,46.95,72.68,54.55
C0431,2021,63.84,52.62,47.29,54.59
C0431,2022,71.50,76.59,49.26,65.78
C0431,2023,81.43,48.24,50.22,59.96
C0431,2024,79.17,57.57,51.94,62.89
C0432,2015,53.85,53.24,51.33,52.81
C0432,2016,87.04,57.49,59.76,68.10
C0432,2017,46.22,75.42,72.69,64.77
C0432,2018,83.76,58.39,61.90,68.02
C0432,2019,88.55,67.76,78.80,78.37
C0432,2020,48.86,45.00,75.96,56.61
C0432,2021,76.10,80.25,46.33,67.56
C0432,2022,42.01,58.49,42.44,47.65
C0432,2023,60.27,72.43,83.90,72.20
C0432,2024,65.81,76.27,43.99,62.03
C0433,2015,69.03,50.48,47.42,55.64
C0433,2016,86.80,84.23,41.11,70.71
C0433,2017,73.61,70.81,71.42,71.95
C0433,2018,64.06,61.44,69.12,64.87
C0433,2019,80.48,49.12,89.35,72.98
C0433,2020,87.53,87.12,84.35,86.33
C0433,2021,41.10,77.75,60.54,59.80
C0433,2022,89.13,50.40,58.58,66.04
C0433,2023,44.31,56.89,54.84,52.01
C0433,2024,80.72,80.48,47.62,69.61
C0434,2015,54.02,74.78,46.90,58.57
C0434,2016,46.61,78.29,46.61,57.17
C0434,2017,61.99,62.06,45.71,56.59
C0434,2018,72.20,75.82,52.03,66.68
C0434,2019,59.05,59.32,55.33,57.90
C0434,2020,42.73,50.56,88.08,60.46
C0434,2021,69.97,71.63,68.92,70.18
C0434,2022,85.12,88.80,89.38,87.77
C0434,2023,59.16,55.53,58.62,57.77
C0434,2024,50.82,63.05,62.88,58.92
C0435,2015,62.13,73.70,56.23,64.02
C0435,2016,42.42,67.08,49.14,52.88
C0435,2017,81.02,82.17,47.16,70.12
C0435,2018,81.32,78.09,87.25,82.22
C0435,2019,69.40,42.91,89.34,67.22
C0435,2020,57.66,89.92,42.25,63.27
C0435,2021,79.99,77.62,47.52,68.38
C0435,2022,67.73,83.20,61.18,70.70
C0435,2023,81.30,72.56,49.32,67.72
C0435,2024,71.57,82.81,58.19,70.86
C0436,2015,79.22,45.62,46.45,57.10
C0436,2016,69.93,57.39,62.83,63.38
C0436,2017,60.71,83.82,53.58,66.04
C0436,2018,87.90,50.08,57.60,65.19
C0436,2019,67.06,43.91,44.72,51.89
C0436,2020,70.25,79.41,61.41,70.36
C0436,2021,51.02,81.77,89.16,73.99
