Company_ID,Year,Employee_Turnover,Diversity,Training_Hours
C0221,2018,20.56,42.03,54.53
C0221,2019,18.53,31.48,15.98
C0221,2020,17.98,38.50,14.70
C0221,2021,23.56,44.61,42.79
C0221,2022,12.62,58.93,29.49
C0221,2023,12.99,44.07,32.79
C0221,2024,13.27,37.95,44.80
C0222,2015,14.31,20.90,20.73
C0222,2016,15.26,32.42,12.20
C0222,2017,20.56,34.34,31.94
C0222,2018,9.35,39.08,54.74
C0222,2019,13.68,51.29,32.54
C0222,2020,15.10,51.04,38.60
C0222,2021,8.38,53.81,20.42
C0222,2022,19.04,31.60,33.20
C0222,2023,6.13,33.86,34.03
C0222,2024,16.72,26.01,21.76
C0223,2015,9.04,54.30,18.19
C0223,2016,5.17,46.09,27.51
C0223,2017,11.32,23.10,11.94
C0223,2018,13.58,32.15,18.32
C0223,2019,21.35,26.11,46.57
C0223,2020,13.16,58.77,42.46
C0223,2021,23.31,32.98,25.64
C0223,2022,21.85,39.86,37.56
C0223,2023,8.85,32.72,51.47
C0223,2024,8.11,38.97,51.96
C0224,2015,9.88,59.94,42.72
C0224,2016,12.19,31.50,16.20
C0224,2017,16.67,31.30,18.15
C0224,2018,7.48,34.86,24.58
C0224,2019,15.64,26.77,43.54
C0224,2020,16.62,49.56,22.90
C0224,2021,18.22,35.17,33.22
C0224,2022,16.00,43.23,51.28
C0224,2023,21.50,46.45,54.59
C0224,2024,17.83,21.42,51.93
C0225,2015,23.49,45.76,15.82
C0225,2016,19.02,41.31,55.54
C0225,2017,13.72,23.31,44.21
C0225,2018,9.19,24.98,40.94
C0225,2019,5.21,37.63,22.38
C0225,2020,6.81,33.85,56.41
C0225,2021,8.79,37.50,10.87
C0225,2022,9.33,45.42,14.11
C0225,2023,19.84,26.18,17.68
C0225,2024,12.72,46.50,44.71
C0226,2015,11.49,52.73,41.14
C0226,2016,6.05,20.12,57.23
C0226,2017,15.77,34.74,27.45
C0226,2018,17.26,31.01,27.38
C0226,2019,22.56,37.28,43.48
C0226,2020,15.06,44.61,18.71
C0226,2021,5.15,27.50,33.20
C0226,2022,6.31,25.36,10.77
C0226,2023,10.42,49.15,39.60
C0226,2024,7.78,47.43,49.20
C0227,2015,20.41,38.43,20.19
C0227,2016,7.16,40.05,25.36
C0227,2017,8.22,30.79,16.59
C0227,2018,18.34,33.17,40.78
C0227,2019,9.79,32.80,38.20
C0227,2020,24.38,49.05,51.32
C0227,2021,22.26,42.23,58.52
C0227,2022,19.89,49.18,59.18
C0227,2023,11.86,43.63,15.36
C0227,2024,6.14,41.83,37.66
C0228,2015,11.73,32.82,49.48
C0228,2016,12.53,35.82,42.95
C0228,2017,7.55,55.50,54.85
C0228,2018,7.41,43.04,32.09
C0228,2019,18.36,40.98,31.35
C0228,2020,9.65,22.13,11.31
C0228,2021,18.56,46.84,10.78
C0228,2022,15.97,47.44,44.63
C0228,2023,23.03,47.63,33.57
C0228,2024,20.94,23.65,43.01
C0229,2015,8.03,32.02,21.91
C0229,2016,17.20,34.85,53.15
C0229,2017,18.06,53.06,55.14
C0229,2018,22.24,59.23,43.11
C0229,2019,17.82,36.59,23.89
C0229,2020,7.81,42.17,20.81
C0229,2021,10.17,20.29,41.27
C0229,2022,17.75,20.35,57.04
C0229,2023,23.24,22.98,38.91
C0229,2024,22.83,48.78,51.97
C0230,2015,12.18,27.13,38.27
C0230,2016,21.61,50.31,43.73
C0230,2017,15.23,37.28,38.39
C0230,2018,14.29,54.00,38.77
C0230,2019,12.02,54.81,46.96
C0230,2020,18.56,55.19,29.81
C0230,2021,16.99,41.74,55.20
C0230,2022,12.49,51.54,53.17
C0230,2023,20.26,46.48,46.27
C0230,2024,12.59,27.47,47.17
C0231,2015,16.69,35.26,30.66
C0231,2016,12.85,58.49,51.63
C0231,2017,7.34,50.90,56.63
C0231,2018,8.22,30.52,49.76
C0231,2019,18.13,31.24,16.65
C0231,2020,21.22,30.17,49.33
C0231,2021,14.37,33.15,33.23
C0231,2022,11.51,57.13,40.43
C0231,2023,11.73,37.34,59.56
C0231,2024,16.95,34.57,27.97
C0232,2015,14.35,29.57,27.43
C0232,2016,5.01,55.70,23.16
C0232,2017,20.43,58.30,16.36
C0232,2018,7.85,32.94,18.41
C0232,2019,18.50,44.67,35.71
C0232,2020,11.88,58.34,55.49
C0232,2021,16.56,39.98,50.49
C0232,2022,22.10,38.75,19.12
C0232,2023,8.09,41.11,38.08
C0232,2024,20.55,21.33,52.35
C0233,2015,5.77,32.00,36.97
C0233,2016,23.43,47.96,55.57
C0233,2017,9.03,58.67,55.39
C0233,2018,20.89,42.75,27.41
C0233,2019,6.34,27.62,53.70
C0233,2020,11.54,37.07,39.26
C0233,2021,17.67,39.60,33.99
C0233,2022,18.18,26.09,48.71
C0233,2023,18.98,33.17,49.48
C0233,2024,12.02,37.80,43.77
C0234,2015,18.32,30.48,50.54
C0234,2016,13.57,34.16,57.57
C0234,2017,16.32,31.05,53.65
C0234,2018,15.94,44.51,13.71
C0234,2019,8.36,43.14,52.50
C0234,2020,21.93,42.07,49.08
C0234,2021,22.34,23.87,56.34
C0234,2022,9.07,27.34,46.98
C0234,2023,13.33,24.43,53.89
C0234,2024,14.30,22.53,10.51
C0235,2015,15.98,29.87,58.89
C0235,2016,5.45,27.78,19.55
C0235,2017,20.18,49.00,53.21
C0235,2018,22.24,47.84,56.48
C0235,2019,7.84,28.05,10.11
C0235,2020,22.93,26.62,55.68
C0235,2021,22.02,25.80,51.46
C0235,2022,15.85,32.80,56.12
C0235,2023,10.49,31.77,18.84
C0235,2024,9.15,21.14,48.87
C0236,2015,14.78,42.71,34.37
C0236,2016,15.14,55.92,22.88
C0236,2017,18.04,41.55,47.81
C0236,2018,21.03,22.55,33.66
C0236,2019,23.69,43.98,54.99
C0236,2020,20.93,39.40,45.54
C0236,2021,23.18,56.28,16.96
C0236,2022,14.99,34.53,22.54
C0236,2023,5.78,50.08,23.23
C0236,2024,6.04,21.54,27.20
C0237,2015,10.37,48.86,43.32
C0237,2016,17.28,21.66,54.72
C0237,2017,11.70,33.79,39.69
C0237,2018,8.32,57.92,47.59
C0237,2019,22.01,48.13,25.84
C0237,2020,24.70,57.00,36.12
C0237,2021,5.33,39.83,35.21
C0237,2022,6.79,44.25,45.05
C0237,2023,14.99,40.71,35.90
C0237,2024,11.75,39.15,26.71
C0238,2015,20.64,43.13,22.20
C0238,2016,18.09,21.56,22.74
C0238,2017,6.37,27.43,59.04
C0238,2018,15.90,28.58,27.87
C0238,2019,11.73,35.31,50.33
C0238,2020,24.30,37.38,13.57
C0238,2021,14.51,49.59,14.48
C0238,2022,23.55,26.62,44.31
C0238,2023,5.60,42.80,32.86
C0238,2024,7.07,30.89,54.02
C0239,2015,12.73,40.63,53.11
C0239,2016,22.74,45.06,47.78
C0239,2017,15.89,43.30,50.77
C0239,2018,21.48,28.62,53.53
C0239,2019,10.67,48.38,49.18
C0239,2020,7.23,46.15,36.34
C0239,2021,9.92,57.28,23.24
C0239,2022,17.91,45.37,49.37
C0239,2023,22.43,48.81,25.89
C0239,2024,14.10,52.44,22.24
C0240,2015,8.87,24.24,18.58
C0240,2016,17.75,47.85,41.36
C0240,2017,8.94,32.74,22.12
C0240,2018,16.41,52.93,28.74
C0240,2019,7.05,39.21,45.45
C0240,2020,21.22,43.22,49.69
C0240,2021,21.10,30.41,25.74
C0240,2022,15.83,46.02,52.14
C0240,2023,5.76,21.43,12.90
C0240,2024,10.60,49.94,59.29
C0241,2015,7.77,26.53,30.84
C0241,2016,15.47,29.10,26.24
C0241,2017,7.03,20.04,56.18
C0241,2018,22.39,32.53,16.62
C0241,2019,22.00,35.53,27.89
C0241,2020,8.12,29.36,27.95
C0241,2021,18.90,29.21,31.22
C0241,2022,18.93,55.72,52.42
C0241,2023,12.94,33.06,52.47
C0241,2024,8.06,48.89,39.58
C0242,2015,7.64,29.50,59.59
C0242,2016,19.79,52.36,52.21
C0242,2017,9.40,47.11,44.05
C0242,2018,17.07,50.25,19.97
C0242,2019,22.32,37.58,37.49
C0242,2020,16.86,55.18,20.70
C0242,2021,24.48,34.96,25.08
C0242,2022,17.91,44.04,44.29
C0242,2023,11.29,45.60,19.22
C0242,2024,22.05,58.09,14.54
C0243,2015,11.22,25.38,36.58
C0243,2016,24.43,25.42,10.05
C0243,2017,14.55,38.48,40.45
C0243,2018,24.06,56.72,55.07
C0243,2019,8.67,20.87,19.51
C0243,2020,5.23,31.05,29.14
C0243,2021,8.92,31.34,55.82
C0243,2022,6.97,32.20,45.19
C0243,2023,19.68,20.99,16.77
C0243,2024,10.29,53.02,29.10
C0244,2015,17.79,20.36,47.80
C0244,2016,18.37,39.11,43.24
C0244,2017,18.76,22.25,17.78
C0244,2018,21.65,51.95,13.12
C0244,2019,7.98,49.86,44.08
C0244,2020,6.01,48.86,40.45
C0244,2021,5.59,49.45,12.97
C0244,2022,7.08,57.61,58.74
C0244,2023,12.58,36.67,22.62
C0244,2024,24.35,54.46,29.30
C0245,2015,12.06,27.37,18.88
C0245,2016,14.06,38.05,51.43
C0245,2017,21.29,20.36,58.13
C0245,2018,23.37,31.37,20.67
C0245,2019,24.43,38.33,24.16
C0245,2020,21.53,56.37,45.33
C0245,2021,15.05,32.68,36.39
C0245,2022,9.59,46.90,15.25
C0245,2023,16.97,53.36,56.43
C0245,2024,8.94,33.06,40.56
C0246,2015,6.11,26.77,25.06
C0246,2016,23.39,43.65,34.49
C0246,2017,14.70,31.38,35.01
C0246,2018,15.16,46.10,36.27
C0246,2019,17.18,25.39,34.87
C0246,2020,14.03,26.06,38.09
C0246,2021,13.89,47.04,29.67
C0246,2022,23.30,58.94,17.31
C0246,2023,21.33,29.88,43.23
C0246,2024,9.25,48.56,49.62
C0247,2015,10.84,41.28,52.05
C0247,2016,18.21,53.75,11.10
C0247,2017,16.42,35.56,30.23
C0247,2018,20.32,58.87,58.92
C0247,2019,19.55,23.30,13.13
C0247,2020,19.17,59.39,49.28
C0247,2021,22.60,53.85,16.31
C0247,2022,20.33,54.66,51.23
C0247,2023,9.86,53.70,43.61
C0247,2024,22.46,54.47,46.25
C0248,2015,11.71,52.61,58.87
C0248,2016,23.22,55.98,56.97
C0248,2017,21.49,38.43,25.22
C0248,2018,6.48,57.57,28.76
C0248,2019,20.43,35.40,30.36
C0248,2020,15.00,49.14,19.03
C0248,2021,24.54,48.41,29.06
C0248,2022,14.17,52.84,58.95
C0248,2023,6.34,49.54,34.48
C0248,2024,10.86,21.42,57.63
C0249,2015,13.60,49.57,13.57
C0249,2016,16.84,20.93,11.96
C0249,2017,8.04,41.33,38.77
C0249,2018,15.30,53.56,46.81
C0249,2019,14.67,53.18,20.87
C0249,2020,21.73,53.65,35.17
C0249,2021,11.05,44.10,53.65
C0249,2022,13.99,27.35,48.09
C0249,2023,12.77,40.32,21.59
C0249,2024,17.64,40.65,26.72
C0250,2015,21.72,32.99,25.29
C0250,2016,18.51,36.96,45.98
C0250,2017,14.30,54.89,58.41
C0250,2018,17.76,40.72,24.00
C0250,2019,11.44,48.19,39.42
C0250,2020,7.88,39.83,59.43
C0250,2021,11.39,44.70,17.88
C0250,2022,13.87,23.70,42.95
C0250,2023,13.79,57.26,26.60
C0250,2024,19.75,37.44,59.58
C0251,2015,23.73,49.93,15.44
C0251,2016,12.78,46.68,32.56
C0251,2017,6.73,51.97,22.75
C0251,2018,5.67,21.39,11.58
C0251,2019,5.08,57.41,58.18
C0251,2020,23.76,53.19,38.41
C0251,2021,24.91,53.35,45.04
C0251,2022,6.03,38.68,41.01
C0251,2023,12.16,51.85,17.42
C0251,2024,18.39,43.01,18.53
C0252,2015,8.58,40.14,41.32
C0252,2016,16.89,51.40,48.99
C0252,2017,21.27,45.11,40.55
C0252,2018,22.16,23.09,38.52
C0252,2019,19.13,32.58,47.30
C0252,2020,6.64,44.88,22.18
C0252,2021,11.97,56.15,46.58
C0252,2022,24.35,57.32,30.56
C0252,2023,8.86,53.56,43.70
C0252,2024,14.08,30.17,23.74
C0253,2015,11.68,38.94,16.87
C0253,2016,9.11,37.34,11.46
C0253,2017,11.47,37.55,50.17
C0253,2018,8.79,21.99,19.85
C0253,2019,22.55,26.95,28.17
C0253,2020,8.49,26.13,48.44
C0253,2021,17.47,44.69,32.51
C0253,2022,23.85,36.47,20.88
C0253,2023,24.05,32.98,19.74
C0253,2024,17.01,37.76,30.40
C0254,2015,10.42,32.97,38.26
C0254,2016,9.96,50.30,29.62
C0254,2017,19.95,26.68,55.23
C0254,2018,24.61,22.25,10.19
C0254,2019,6.55,46.03,30.10
C0254,2020,20.79,29.22,47.14
C0254,2021,7.46,45.73,54.54
C0254,2022,10.96,22.34,27.92
C0254,2023,16.33,29.88,43.68
C0254,2024,10.94,26.16,39.02
C0255,2015,18.01,31.63,20.08
C0255,2016,13.34,33.15,44.05
C0255,2017,9.38,39.81,22.48
C0255,2018,15.62,40.81,49.20
C0255,2019,5.48,45.20,53.30
C0255,2020,19.82,33.27,33.92
C0255,2021,15.45,41.28,12.71
C0255,2022,23.93,59.60,46.87
C0255,2023,7.06,28.43,33.36
C0255,2024,19.65,26.11,14.73
C0256,2015,11.02,53.70,26.56
C0256,2016,12.46,36.41,24.53
C0256,2017,11.97,53.88,46.32
C0256,2018,12.16,36.99,31.20
C0256,2019,13.62,20.87,39.35
C0256,2020,5.42,34.99,35.05
C0256,2021,21.94,44.41,46.21
C0256,2022,22.64,37.90,45.90
C0256,2023,5.79,38.37,32.44
C0256,2024,20.52,59.93,16.75
C0257,2015,6.45,41.77,30.39
C0257,2016,21.16,47.88,18.01
C0257,2017,17.26,48.84,57.96
C0257,2018,11.13,20.01,57.51
C0257,2019,17.28,42.10,32.83
C0257,2020,15.13,58.52,11.38
C0257,2021,17.72,50.03,28.73
C0257,2022,14.51,33.62,54.75
C0257,2023,20.46,34.58,24.40
C0257,2024,5.91,32.14,41.10
C0258,2015,11.89,45.21,19.20
C0258,2016,16.19,23.89,51.26
C0258,2017,16.76,31.60,54.59
C0258,2018,8.39,39.93,40.76
C0258,2019,6.49,41.41,41.19
C0258,2020,5.42,44.30,28.93
C0258,2021,13.26,51.89,45.35
C0258,2022,11.61,26.53,33.92
C0258,2023,16.36,29.00,47.27
C0258,2024,13.99,54.89,58.43
C0259,2015,12.88,53.25,51.12
C0259,2016,21.87,52.86,35.87
C0259,2017,17.43,28.34,58.94
C0259,2018,17.92,22.33,40.35
C0259,2019,12.64,40.94,13.24
C0259,2020,20.54,54.80,46.52
C0259,2021,8.04,29.50,51.00
C0259,2022,13.04,56.17,16.74
C0259,2023,5.94,25.66,43.96
C0259,2024,7.31,31.92,56.05
C0260,2015,6.63,31.93,22.57
C0260,2016,13.83,26.04,39.25
C0260,2017,18.95,54.91,23.73
C0260,2018,11.25,36.50,48.72
C0260,2019,5.53,27.63,39.03
C0260,2020,19.14,25.89,31.40
C0260,2021,9.15,36.84,11.45
C0260,2022,19.45,20.69,57.24
C0260,2023,5.15,24.84,34.89
C0260,2024,11.25,20.15,50.21
C0261,2015,17.42,20.98,29.59
C0261,2016,22.42,59.89,52.46
C0261,2017,20.08,37.96,18.00
C0261,2018,13.99,49.16,21.57
C0261,2019,19.37,49.48,26.67
C0261,2020,15.75,55.22,14.43
C0261,2021,21.27,24.15,32.19
C0261,2022,20.44,41.03,34.30
C0261,2023,24.52,32.87,15.74
C0261,2024,7.10,41.94,31.35
C0262,2015,11.81,33.28,19.86
C0262,2016,8.85,27.35,53.76
C0262,2017,17.62,46.91,35.46
C0262,2018,18.28,21.54,57.60
C0262,2019,9.08,55.82,27.07
C0262,2020,13.43,25.85,27.07
C0262,2021,17.04,44.61,26.94
C0262,2022,18.18,50.17,23.41
C0262,2023,7.05,22.92,49.21
C0262,2024,23.42,56.13,24.14
C0263,2015,5.68,34.25,24.40
C0263,2016,24.46,59.87,12.34
C0263,2017,11.33,22.75,58.27
C0263,2018,11.33,48.67,54.31
C0263,2019,13.92,26.43,24.63
C0263,2020,18.90,36.11,36.04
C0263,2021,8.19,37.73,34.14
C0263,2022,10.10,36.25,14.39
C0263,2023,24.23,33.50,36.56
C0263,2024,22.54,50.69,15.67
C0264,2015,9.25,52.80,31.70
C0264,2016,16.46,33.42,14.39
C0264,2017,9.07,39.31,39.45
C0264,2018,16.00,36.87,12.45
C0264,2019,12.32,43.74,41.42
C0264,2020,12.25,26.01,45.36
C0264,2021,17.70,52.23,38.54
C0264,2022,10.04,51.88,33.47
C0264,2023,13.09,43.62,13.04
C0264,2024,23.51,49.85,10.57
C0265,2015,20.11,59.54,27.12
C0265,2016,12.67,56.90,48.56
C0265,2017,9.61,44.46,42.36
C0265,2018,18.18,40.46,16.26
C0265,2019,21.15,41.38,44.40
C0265,2020,22.22,38.66,38.75
C0265,2021,16.29,39.21,18.34
C0265,2022,15.34,49.28,47.77
C0265,2023,19.39,59.68,51.52
C0265,2024,8.52,21.81,21.63
C0266,2015,22.04,29.21,41.79
C0266,2016,6.48,28.41,28.91
C0266,2017,17.06,53.31,12.92
C0266,2018,16.79,36.79,53.07
C0266,2019,11.21,41.01,51.04
C0266,2020,5.71,38.77,25.90
C0266,2021,19.36,54.15,36.58
C0266,2022,5.48,39.99,35.62
C0266,2023,8.59,46.71,18.87
C0266,2024,15.88,20.78,17.28
C0267,2015,23.80,46.10,52.21
C0267,2016,6.32,29.64,53.37
C0267,2017,16.58,54.67,46.26
C0267,2018,11.58,50.06,13.64
C0267,2019,18.39,24.37,55.46
C0267,2020,24.06,24.14,59.04
C0267,2021,10.37,31.72,48.78
C0267,2022,24.12,25.03,27.67
C0267,2023,22.41,49.61,30.29
C0267,2024,17.14,59.47,53.48
C0268,2015,20.16,46.21,24.01
C0268,2016,22.30,29.96,17.09
C0268,2017,21.07,42.57,51.14
C0268,2018,11.53,52.23,19.67
C0268,2019,21.25,58.49,55.36
C0268,2020,11.27,20.20,39.78
C0268,2021,22.34,40.95,37.77
C0268,2022,10.11,38.13,48.79
C0268,2023,16.45,36.58,10.82
C0268,2024,18.86,40.15,45.68
C0269,2015,13.52,36.14,39.92
C0269,2016,20.66,33.76,36.19
C0269,2017,23.51,24.59,20.87
C0269,2018,8.73,39.99,51.47
C0269,2019,5.67,52.84,22.53
C0269,2020,17.53,24.19,34.49
C0269,2021,17.04,49.54,17.90
C0269,2022,11.83,30.71,58.69
C0269,2023,20.71,35.25,19.73
C0269,2024,21.52,59.52,50.16
C0270,2015,11.64,47.01,23.15
C0270,2016,18.65,48.76,22.80
C0270,2017,17.84,44.10,31.09
C0270,2018,11.85,32.89,52.29
C0270,2019,24.38,47.00,44.38
C0270,2020,11.93,38.29,53.58
C0270,2021,17.41,53.28,12.36
C0270,2022,12.60,42.84,57.78
C0270,2023,5.24,50.85,13.86
C0270,2024,6.83,53.94,46.05
C0271,2015,9.65,52.84,20.36
C0271,2016,21.24,36.08,52.04
C0271,2017,13.84,34.75,53.12
C0271,2018,16.77,54.76,37.56
C0271,2019,23.88,25.72,30.14
C0271,2020,7.94,31.18,49.67
C0271,2021,22.24,24.84,53.70
C0271,2022,12.58,21.68,46.91
C0271,2023,11.75,44.63,55.35
C0271,2024,17.51,56.03,41.33
C0272,2015,22.97,25.18,43.52
C0272,2016,11.97,51.83,38.59
C0272,2017,20.23,35.17,34.41
C0272,2018,5.38,44.73,42.74
C0272,2019,17.46,50.55,38.06
C0272,2020,17.61,48.40,46.56
C0272,2021,16.12,25.47,56.71
C0272,2022,23.76,24.62,28.65
C0272,2023,23.77,56.97,30.56
C0272,2024,11.84,23.18,10.75
C0273,2015,14.13,28.74,36.35
C0273,2016,20.85,37.53,16.57
C0273,2017,21.88,52.84,45.80
C0273,2018,13.36,44.11,48.98
C0273,2019,11.98,42.85,46.14
C0273,2020,21.41,47.68,37.33
C0273,2021,12.54,52.09,36.71
C0273,2022,13.10,29.30,42.33
C0273,2023,7.71,20.76,37.74
C0273,2024,15.86,25.09,47.51
C0274,2015,11.53,26.61,54.73
C0274,2016,16.81,21.60,36.81
C0274,2017,13.96,49.90,15.52
C0274,2018,19.96,55.40,16.55
C0274,2019,10.56,48.43,28.80
C0274,2020,8.44,27.54,34.81
C0274,2021,19.06,44.26,21.25
C0274,2022,12.68,40.82,32.64
C0274,2023,16.27,52.80,16.79
C0274,2024,23.82,57.69,22.04
C0275,2015,14.68,49.72,46.70
C0275,2016,8.05,40.50,59.28
C0275,2017,13.53,40.44,19.31
C0275,2018,14.57,52.31,26.95
C0275,2019,20.32,24.90,27.53
C0275,2020,8.90,26.13,21.17
C0275,2021,11.94,33.74,20.20
C0275,2022,6.00,49.89,16.58
C0275,2023,19.04,22.64,55.38
C0275,2024,19.88,33.77,42.47
C0276,2015,14.14,32.74,24.52
C0276,2016,15.77,39.43,22.90
C0276,2017,20.00,38.55,39.49
C0276,2018,10.37,48.58,44.86
C0276,2019,17.14,45.02,22.65
C0276,2020,24.28,56.11,27.36
C0276,2021,18.16,27.23,24.53
C0276,2022,6.56,37.28,14.39
C0276,2023,10.81,36.00,29.33
C0276,2024,15.38,24.50,36.68
C0277,2015,6.45,26.59,42.77
C0277,2016,18.53,33.47,30.84
C0277,2017,18.08,49.39,59.17
C0277,2018,22.53,26.01,41.29
C0277,2019,15.00,30.61,54.33
C0277,2020,18.84,47.06,55.80
C0277,2021,8.64,43.87,51.07
C0277,2022,5.06,24.18,23.50
C0277,2023,8.45,57.75,31.56
C0277,2024,6.24,25.92,10.02
C0278,2015,13.55,22.46,32.57
C0278,2016,14.37,32.17,24.69
C0278,2017,17.89,21.06,15.59
C0278,2018,7.82,21.23,51.93
C0278,2019,9.29,43.15,43.67
C0278,2020,20.97,55.72,59.96
C0278,2021,16.53,36.10,34.92
C0278,2022,5.59,32.09,26.54
C0278,2023,21.97,56.59,23.19
C0278,2024,17.60,22.46,31.77
C0279,2015,8.73,38.93,25.49
C0279,2016,10.04,30.10,59.54
C0279,2017,16.07,35.27,19.14
C0279,2018,16.22,36.43,10.96
C0279,2019,21.10,41.81,16.50
C0279,2020,12.17,38.13,54.58
C0279,2021,15.99,59.52,44.70
C0279,2022,16.65,21.02,49.20
C0279,2023,16.17,50.31,26.02
C0279,2024,6.46,22.04,41.14
C0280,2015,13.23,37.24,45.39
C0280,2016,11.78,28.07,26.32
C0280,2017,24.86,57.81,46.23
C0280,2018,14.31,48.90,41.48
C0280,2019,13.70,38.51,24.81
C0280,2020,14.67,58.09,12.64
C0280,2021,23.39,48.85,21.89
C0280,2022,17.23,58.08,40.98
C0280,2023,12.78,48.18,39.95
C0280,2024,23.25,23.11,35.38
C0281,2015,23.60,44.65,22.57
C0281,2016,10.29,59.21,32.23
C0281,2017,12.87,28.57,17.20
C0281,2018,24.33,51.71,43.12
C0281,2019,15.82,27.39,53.46
C0281,2020,13.63,38.09,33.18
C0281,2021,8.91,23.39,20.65
C0281,2022,12.69,33.62,51.39
C0281,2023,17.62,51.05,25.65
C0281,2024,5.77,21.81,39.70
C0282,2015,6.67,32.81,13.77
C0282,2016,5.11,45.19,45.90
C0282,2017,9.38,57.94,33.03
C0282,2018,8.66,29.81,31.17
C0282,2019,22.02,26.93,56.74
C0282,2020,8.70,28.15,34.57
C0282,2021,18.22,29.47,10.84
C0282,2022,7.37,45.53,57.99
C0282,2023,16.87,59.95,10.61
C0282,2024,13.71,40.94,36.79
C0283,2015,13.17,30.86,41.68
C0283,2016,22.13,49.88,54.72
C0283,2017,8.35,26.33,43.96
C0283,2018,16.90,21.20,50.56
C0283,2019,21.44,44.21,48.50
C0283,2020,19.28,28.41,20.68
C0283,2021,24.67,35.97,45.02
C0283,2022,5.04,29.25,41.88
C0283,2023,22.69,56.72,22.20
C0283,2024,17.27,33.52,16.42
C0284,2015,5.05,37.96,47.58
C0284,2016,14.31,29.39,58.56
C0284,2017,20.35,23.39,46.92
C0284,2018,8.65,40.50,47.47
C0284,2019,18.57,54.75,18.34
C0284,2020,7.79,34.07,22.35
C0284,2021,21.07,51.24,39.29
C0284,2022,16.37,21.30,11.57
C0284,2023,5.68,29.42,43.40
C0284,2024,6.82,25.26,17.24
C0285,2015,22.28,36.12,30.67
C0285,2016,5.66,55.77,26.01
C0285,2017,10.97,34.94,15.32
C0285,2018,16.34,44.13,38.94
C0285,2019,9.27,55.93,28.06
C0285,2020,9.48,34.39,12.20
C0285,2021,20.52,34.63,32.22
C0285,2022,10.82,23.52,39.51
C0285,2023,5.77,33.96,16.52
C0285,2024,19.42,49.85,39.25
C0286,2015,24.09,53.79,25.10
C0286,2016,21.64,48.91,22.98
C0286,2017,15.97,20.28,49.77
C0286,2018,13.50,24.68,33.39
C0286,2019,23.50,49.24,28.90
C0286,2020,20.32,57.70,50.65
C0286,2021,16.41,47.81,55.52
C0286,2022,22.60,29.04,25.75
C0286,2023,17.03,24.30,12.52
C0286,2024,24.47,55.08,37.04
C0287,2015,22.17,23.96,45.76
C0287,2016,16.01,26.04,39.39
C0287,2017,23.46,43.87,44.40
C0287,2018,11.85,27.60,42.34
C0287,2019,19.02,29.10,57.80
C0287,2020,8.43,25.69,53.30
C0287,2021,22.91,57.77,16.59
C0287,2022,9.96,25.00,32.63
C0287,2023,23.98,57.25,32.74
C0287,2024,5.34,33.05,32.82
C0288,2015,18.64,52.86,56.54
C0288,2016,8.00,58.00,26.36
C0288,2017,20.42,40.77,40.71
C0288,2018,14.84,50.81,54.82
C0288,2019,23.19,30.64,12.53
C0288,2020,19.30,35.32,53.93
C0288,2021,20.37,42.12,48.25
C0288,2022,7.41,54.02,20.39
C0288,2023,6.93,44.83,26.28
C0288,2024,22.01,20.88,25.53
C0289,2015,9.52,32.19,21.07
C0289,2016,22.34,54.60,41.93
C0289,2017,7.85,29.61,59.14
C0289,2018,11.17,34.72,18.33
C0289,2019,23.57,35.58,21.61
C0289,2020,21.79,26.18,24.52
C0289,2021,6.08,33.99,56.88
C0289,2022,13.96,52.70,41.29
C0289,2023,23.20,53.96,20.63
C0289,2024,5.30,43.24,50.20
C0290,2015,7.15,47.15,56.14
C0290,2016,17.90,41.38,30.17
C0290,2017,7.10,21.77,18.64
C0290,2018,13.98,47.87,25.50
C0290,2019,15.16,59.86,20.86
C0290,2020,22.21,29.11,20.07
C0290,2021,24.15,59.29,18.54
C0290,2022,15.24,59.91,53.80
C0290,2023,15.21,25.66,14.29
C0290,2024,19.54,57.05,30.67
C0291,2015,8.85,47.02,10.74
C0291,2016,23.82,38.65,24.67
C0291,2017,5.02,33.79,45.35
C0291,2018,5.04,45.19,20.14
C0291,2019,17.51,53.71,59.94
C0291,2020,11.83,21.36,12.41
C0291,2021,12.96,41.42,16.82
C0291,2022,9.43,46.01,49.34
C0291,2023,13.16,21.02,58.80
C0291,2024,21.56,55.56,57.70
C0292,2015,18.98,58.07,49.91
C0292,2016,6.89,44.50,58.65
C0292,2017,6.13,24.68,52.04
C0292,2018,15.12,57.30,12.90
C0292,2019,19.60,52.20,52.28
C0292,2020,18.29,21.14,34.19
C0292,2021,22.28,43.17,32.84
C0292,2022,7.67,24.58,10.13
C0292,2023,17.12,25.64,41.01
C0292,2024,20.32,27.70,43.58
C0293,2015,23.76,35.85,49.54
C0293,2016,7.02,55.06,26.30
C0293,2017,9.79,21.24,16.41
C0293,2018,12.09,47.57,31.99
C0293,2019,15.82,58.58,28.11
C0293,2020,13.17,45.65,47.66
C0293,2021,22.22,52.62,21.47
C0293,2022,24.01,56.07,16.91
C0293,2023,6.40,48.59,32.01
C0293,2024,18.99,46.39,41.40
C0294,2015,7.29,20.72,24.05
C0294,2016,22.96,40.76,15.72
C0294,2017,7.84,38.77,31.96
C0294,2018,24.83,40.91,58.09
C0294,2019,13.56,37.30,58.37
C0294,2020,12.64,56.26,45.43
C0294,2021,16.73,55.56,48.86
C0294,2022,12.89,25.03,20.18
