Company_ID,Year,Board_Independence,Female_Board,Exec_Comp_to_Revenue
C0221,2015,70.61,12.63,4.93
C0221,2016,83.04,29.73,3.28
C0221,2017,82.92,12.11,5.53
C0221,2018,73.44,26.16,3.30
C0221,2019,65.20,42.01,1.14
C0221,2020,72.32,30.03,4.51
C0221,2021,83.99,45.87,5.15
C0221,2022,58.75,41.65,2.12
C0221,2023,54.90,32.21,2.59
C0221,2024,73.28,41.62,4.47
C0222,2015,72.96,13.79,3.87
C0222,2016,61.73,18.05,5.45
C0222,2017,67.38,38.02,3.39
C0222,2018,53.54,10.23,4.36
C0222,2019,55.23,10.19,2.36
C0222,2020,83.13,25.21,5.65
C0222,2021,68.58,44.68,2.85
C0222,2022,53.99,49.23,3.70
C0222,2023,88.47,35.99,4.08
C0222,2024,58.40,48.01,2.27
C0223,2015,62.68,43.91,2.58
C0223,2016,88.90,18.06,3.51
C0223,2017,57.24,26.16,2.35
C0223,2018,88.75,34.95,1.65
C0223,2019,78.89,16.05,5.18
C0223,2020,67.08,22.52,2.62
C0223,2021,73.80,40.26,3.08
C0223,2022,70.32,23.79,3.74
C0223,2023,82.19,47.04,5.21
C0223,2024,52.51,26.27,1.70
C0224,2015,82.54,18.79,4.13
C0224,2016,88.82,18.40,2.76
C0224,2017,67.18,37.49,5.35
C0224,2018,57.66,24.73,4.31
C0224,2019,54.35,19.49,1.73
C0224,2020,63.87,37.75,2.48
C0224,2021,55.23,26.86,1.18
C0224,2022,59.19,43.84,4.85
C0224,2023,76.18,31.96,3.06
C0224,2024,66.63,48.89,1.24
C0225,2015,86.04,24.98,1.07
C0225,2016,68.56,21.28,5.78
C0225,2017,56.16,35.78,5.26
C0225,2018,55.55,38.33,2.67
C0225,2019,77.72,10.68,3.58
C0225,2020,75.36,36.78,3.88
C0225,2021,78.31,17.24,3.58
C0225,2022,63.55,48.35,2.54
C0225,2023,86.60,33.04,2.95
C0225,2024,54.55,15.07,1.91
C0226,2015,51.31,12.11,1.17
C0226,2016,79.69,45.18,1.77
C0226,2017,77.08,44.02,1.07
C0226,2018,69.74,27.36,3.17
C0226,2019,51.75,13.50,4.30
C0226,2020,54.57,25.60,1.90
C0226,2021,57.81,40.42,3.67
C0226,2022,75.55,36.46,2.62
C0226,2023,76.52,44.61,1.60
C0226,2024,77.08,40.05,1.64
C0227,2015,82.12,23.21,4.09
C0227,2016,50.99,23.65,1.59
C0227,2017,75.73,35.91,3.77
C0227,2018,60.06,22.41,1.95
C0227,2019,72.84,44.71,5.33
C0227,2020,79.52,23.11,1.25
C0227,2021,78.80,29.56,2.94
C0227,2022,61.52,11.73,4.81
C0227,2023,64.21,14.72,4.75
C0227,2024,86.69,15.28,1.72
C0228,2015,83.96,23.77,1.98
C0228,2016,60.28,14.67,3.73
C0228,2017,73.48,28.28,4.42
C0228,2018,54.29,20.77,4.76
C0228,2019,76.15,20.90,4.10
C0228,2020,74.85,27.82,4.92
C0228,2021,60.56,44.15,3.20
C0228,2022,66.87,40.47,3.80
C0228,2023,81.29,45.35,3.17
C0228,2024,60.22,49.61,4.80
C0229,2015,80.73,10.44,1.87
C0229,2016,62.66,37.70,2.26
C0229,2017,83.58,14.79,5.18
C0229,2018,51.22,47.47,4.57
C0229,2019,60.33,19.07,4.68
C0229,2020,57.10,24.00,1.50
C0229,2021,85.62,49.16,3.42
C0229,2022,67.14,44.69,3.82
C0229,2023,71.82,11.89,4.90
C0229,2024,59.68,11.87,3.11
C0230,2015,55.13,42.75,3.70
C0230,2016,73.93,12.81,2.19
C0230,2017,61.33,44.07,5.16
C0230,2018,87.15,46.98,5.57
C0230,2019,69.05,10.95,3.32
C0230,2020,55.53,18.80,3.19
C0230,2021,50.95,10.93,2.64
C0230,2022,59.29,12.91,2.33
C0230,2023,62.80,31.36,3.77
C0230,2024,58.28,39.21,1.84
C0231,2015,64.62,29.18,3.95
C0231,2016,85.16,25.44,3.81
C0231,2017,51.92,18.27,4.47
C0231,2018,82.05,19.46,2.13
C0231,2019,67.03,33.30,4.51
C0231,2020,86.26,44.23,1.08
C0231,2021,76.68,26.18,3.67
C0231,2022,56.60,47.59,5.22
C0231,2023,88.38,12.08,4.64
C0231,2024,56.19,43.17,5.25
C0232,2015,63.45,23.55,1.74
C0232,2016,89.15,44.75,4.59
C0232,2017,58.47,46.78,3.35
C0232,2018,75.25,38.02,2.62
C0232,2019,89.10,24.20,2.78
C0232,2020,77.56,28.28,1.51
C0232,2021,76.51,32.07,4.48
C0232,2022,74.86,28.48,4.16
C0232,2023,72.22,41.65,1.76
C0232,2024,87.97,40.86,3.72
C0233,2015,71.75,10.51,1.65
C0233,2016,76.53,16.07,2.57
C0233,2017,79.55,24.54,1.22
C0233,2018,71.11,36.90,4.11
C0233,2019,85.51,19.19,1.06
C0233,2020,50.91,22.91,2.30
C0233,2021,65.81,28.48,2.33
C0233,2022,74.67,33.58,4.74
C0233,2023,50.76,46.07,3.25
C0233,2024,87.48,42.19,3.87
C0234,2015,83.06,24.37,2.25
C0234,2016,58.76,40.72,3.74
C0234,2017,63.27,43.31,1.75
C0234,2018,77.09,30.89,5.96
C0234,2019,63.64,21.84,3.58
C0234,2020,84.27,47.72,5.40
C0234,2021,59.94,48.49,1.53
C0234,2022,82.73,18.98,3.95
C0234,2023,68.58,41.40,4.36
C0234,2024,68.13,11.67,4.94
C0235,2015,56.74,10.10,3.43
C0235,2016,89.33,24.06,1.18
C0235,2017,63.79,28.50,2.31
C0235,2018,58.18,31.85,2.40
C0235,2019,51.30,25.13,2.59
C0235,2020,69.74,15.15,1.46
C0235,2021,51.29,23.79,1.00
C0235,2022,68.21,42.87,3.60
C0235,2023,86.11,23.43,4.68
C0235,2024,69.92,33.69,2.15
C0236,2015,51.73,37.24,4.47
C0236,2016,60.57,39.30,4.66
C0236,2017,51.95,29.52,3.06
C0236,2018,85.28,15.03,3.63
C0236,2019,59.60,46.02,2.57
C0236,2020,52.60,20.41,2.88
C0236,2021,88.58,23.56,3.95
C0236,2022,69.49,40.95,2.81
C0236,2023,66.23,40.54,3.51
C0236,2024,87.08,45.86,4.72
C0237,2015,71.23,11.35,5.82
C0237,2016,61.26,44.98,5.46
C0237,2017,81.68,41.69,5.57
C0237,2018,60.87,31.00,5.56
C0237,2019,67.71,16.38,2.21
C0237,2020,82.13,31.80,5.73
C0237,2021,87.26,17.76,2.11
C0237,2022,74.24,48.60,5.32
C0237,2023,70.19,38.35,3.91
C0237,2024,53.05,33.85,5.19
C0238,2015,74.68,42.53,5.91
C0238,2016,63.06,31.30,5.38
C0238,2017,70.58,12.41,5.08
C0238,2018,79.78,20.36,2.03
C0238,2019,75.61,49.27,5.30
C0238,2020,53.88,44.03,1.83
C0238,2021,65.89,47.10,3.56
C0238,2022,57.98,13.91,3.51
C0238,2023,56.04,19.92,3.59
C0238,2024,58.81,12.53,4.62
C0239,2015,86.83,42.89,2.98
C0239,2016,78.50,16.96,3.28
C0239,2017,86.32,26.40,4.30
C0239,2018,70.26,20.78,4.41
C0239,2019,50.04,47.21,3.19
C0239,2020,51.38,34.34,1.26
C0239,2021,55.79,41.98,2.30
C0239,2022,81.23,34.09,5.72
C0239,2023,58.07,34.50,5.64
C0239,2024,54.06,25.32,4.25
C0240,2015,84.44,19.56,1.93
C0240,2016,59.14,23.94,1.48
C0240,2017,70.10,21.79,5.75
C0240,2018,63.58,37.65,5.37
C0240,2019,85.86,26.90,2.99
C0240,2020,78.19,32.01,4.15
C0240,2021,68.16,40.84,5.57
C0240,2022,84.52,20.66,1.69
C0240,2023,79.07,26.95,4.18
C0240,2024,82.36,30.78,5.60
C0241,2015,89.10,12.15,5.18
C0241,2016,58.13,16.09,2.44
C0241,2017,58.10,12.54,5.76
C0241,2018,72.26,40.09,2.02
C0241,2019,71.30,22.00,2.04
C0241,2020,84.76,26.90,1.48
C0241,2021,56.24,36.89,1.59
C0241,2022,67.00,48.66,4.81
C0241,2023,71.12,42.44,2.38
C0241,2024,68.57,12.31,5.35
C0242,2015,52.68,22.23,5.29
C0242,2016,55.91,11.96,1.58
C0242,2017,56.14,12.47,3.66
C0242,2018,73.84,15.10,4.70
C0242,2019,67.15,22.84,4.41
C0242,2020,57.13,19.26,1.52
C0242,2021,79.47,24.09,2.61
C0242,2022,82.12,42.88,4.06
C0242,2023,58.41,41.91,3.92
C0242,2024,78.91,24.03,5.07
C0243,2015,52.54,36.39,1.28
C0243,2016,84.24,24.91,3.40
C0243,2017,88.51,25.44,5.24
C0243,2018,56.23,37.03,5.97
C0243,2019,81.45,25.37,1.64
C0243,2020,53.89,31.97,4.23
C0243,2021,88.45,14.61,1.01
C0243,2022,68.08,31.55,2.75
C0243,2023,71.41,39.68,3.22
C0243,2024,80.56,45.53,2.73
C0244,2015,59.95,15.89,4.12
C0244,2016,65.95,26.43,1.08
C0244,2017,52.80,29.45,5.54
C0244,2018,74.58,46.19,2.59
C0244,2019,81.97,20.30,1.75
C0244,2020,84.07,16.63,3.17
C0244,2021,71.45,15.66,3.57
C0244,2022,80.63,16.20,1.26
C0244,2023,56.00,44.78,5.00
C0244,2024,79.74,34.79,4.69
C0245,2015,50.18,26.83,3.56
C0245,2016,57.79,44.67,1.93
C0245,2017,75.39,21.92,5.63
C0245,2018,62.82,47.11,4.97
C0245,2019,66.42,40.35,2.17
C0245,2020,83.04,10.82,4.68
C0245,2021,72.84,28.51,1.51
C0245,2022,65.96,43.70,1.59
C0245,2023,68.63,25.85,3.22
C0245,2024,83.94,49.49,4.51
C0246,2015,69.42,43.86,5.59
C0246,2016,85.01,40.12,5.85
C0246,2017,59.88,15.42,4.46
C0246,2018,71.35,14.31,4.92
C0246,2019,64.76,35.65,3.55
C0246,2020,73.65,36.46,1.28
C0246,2021,73.02,15.90,1.63
C0246,2022,72.85,44.16,5.85
C0246,2023,71.11,44.95,2.97
C0246,2024,68.18,26.66,4.86
C0247,2015,86.41,34.31,2.10
C0247,2016,60.72,30.43,3.66
C0247,2017,67.36,11.43,1.76
C0247,2018,58.45,13.62,5.04
C0247,2019,63.29,41.19,1.84
C0247,2020,59.96,29.53,4.53
C0247,2021,76.79,34.44,1.75
C0247,2022,78.30,34.51,5.09
C0247,2023,61.07,25.18,3.51
C0247,2024,89.34,11.18,3.06
C0248,2015,61.37,41.48,2.68
C0248,2016,83.14,28.74,4.44
C0248,2017,61.70,15.56,1.44
C0248,2018,66.53,10.84,5.28
C0248,2019,76.59,10.70,4.81
C0248,2020,72.31,11.33,2.86
C0248,2021,70.25,16.20,5.89
C0248,2022,81.77,19.26,5.16
C0248,2023,78.31,19.89,2.35
C0248,2024,86.57,35.29,5.44
C0249,2015,59.23,19.66,1.49
C0249,2016,50.65,36.96,4.45
C0249,2017,89.99,42.93,1.66
C0249,2018,61.34,25.39,5.88
C0249,2019,51.72,38.73,1.25
C0249,2020,59.89,14.17,2.16
C0249,2021,76.75,23.12,3.65
C0249,2022,73.52,37.31,3.92
C0249,2023,58.27,47.27,3.56
C0249,2024,57.45,34.62,4.70
C0250,2015,67.77,24.55,1.01
C0250,2016,50.54,22.55,3.82
C0250,2017,50.10,25.66,4.07
C0250,2018,74.67,36.12,2.05
C0250,2019,63.01,23.08,4.30
C0250,2020,50.96,28.80,4.27
C0250,2021,68.39,40.36,3.65
C0250,2022,87.42,19.51,2.30
C0250,2023,60.20,38.66,3.08
C0250,2024,60.04,40.46,2.36
C0251,2015,68.72,44.55,4.85
C0251,2016,55.94,10.95,4.09
C0251,2017,75.52,14.55,1.76
C0251,2018,83.57,48.19,3.84
C0251,2019,57.78,15.03,5.52
C0251,2020,76.35,29.51,5.16
C0251,2021,85.52,16.68,5.46
C0251,2022,86.12,42.48,5.59
C0251,2023,72.12,13.86,1.94
C0251,2024,56.09,13.42,4.60
C0252,2015,76.37,30.19,4.22
C0252,2016,79.39,19.53,1.17
C0252,2017,80.17,36.46,4.89
C0252,2018,87.37,37.39,2.04
C0252,2019,74.61,33.44,5.59
C0252,2020,68.64,43.39,5.18
C0252,2021,70.10,37.89,4.84
C0252,2022,62.86,17.50,4.48
C0252,2023,52.29,13.14,3.35
C0252,2024,78.70,39.91,4.99
C0253,2015,50.79,39.60,5.10
C0253,2016,52.56,44.01,1.49
C0253,2017,63.37,18.09,2.66
C0253,2018,87.24,18.93,2.58
C0253,2019,69.33,33.07,1.62
C0253,2020,58.61,16.22,5.88
C0253,2021,85.88,21.85,3.92
C0253,2022,72.87,42.50,3.95
C0253,2023,64.79,23.37,2.91
C0253,2024,78.63,10.45,4.84
C0254,2015,67.64,36.03,3.38
C0254,2016,79.20,17.22,4.71
C0254,2017,58.74,17.83,5.39
C0254,2018,56.01,10.66,4.28
C0254,2019,68.44,33.12,4.12
C0254,2020,62.78,32.48,4.93
C0254,2021,74.21,13.86,3.52
C0254,2022,81.55,12.02,5.06
C0254,2023,86.06,29.63,1.46
C0254,2024,80.42,41.25,2.21
C0255,2015,63.67,48.15,5.62
C0255,2016,79.09,13.01,1.86
C0255,2017,71.20,38.33,3.27
C0255,2018,86.24,17.66,3.40
C0255,2019,78.28,11.36,3.09
C0255,2020,56.01,23.39,5.33
C0255,2021,53.12,32.96,4.75
C0255,2022,71.75,34.05,5.05
C0255,2023,64.60,11.97,5.96
C0255,2024,56.72,47.11,5.87
C0256,2015,81.91,12.18,5.46
C0256,2016,65.02,18.69,3.83
C0256,2017,53.44,27.30,2.51
C0256,2018,60.49,47.83,4.62
C0256,2019,77.08,49.65,5.75
C0256,2020,75.92,10.01,5.95
C0256,2021,60.50,18.98,4.07
C0256,2022,63.65,30.05,4.50
C0256,2023,51.99,37.78,2.39
C0256,2024,88.13,36.27,2.01
C0257,2015,63.09,20.06,4.19
C0257,2016,87.18,17.90,2.13
C0257,2017,82.56,10.57,2.98
C0257,2018,63.41,43.71,3.46
C0257,2019,77.77,25.15,5.66
C0257,2020,68.95,44.57,5.89
C0257,2021,89.07,22.95,2.24
C0257,2022,75.54,40.24,1.66
C0257,2023,70.76,12.79,2.12
C0257,2024,75.52,42.46,3.59
C0258,2015,58.81,45.64,4.91
C0258,2016,62.26,20.60,3.61
C0258,2017,78.51,15.67,5.67
C0258,2018,53.35,17.85,4.19
C0258,2019,62.10,44.71,3.42
C0258,2020,74.78,21.45,4.85
C0258,2021,89.83,19.25,5.77
C0258,2022,87.03,49.16,2.67
C0258,2023,83.29,36.80,2.38
C0258,2024,70.03,43.29,2.07
C0259,2015,82.19,39.88,3.68
C0259,2016,72.36,24.96,3.34
C0259,2017,68.34,44.51,2.24
C0259,2018,58.94,33.53,4.61
C0259,2019,88.04,36.30,2.49
C0259,2020,73.93,23.04,4.78
C0259,2021,77.01,49.25,5.19
C0259,2022,55.64,44.18,5.33
C0259,2023,67.23,15.92,1.73
C0259,2024,88.59,18.16,2.53
C0260,2015,80.31,39.94,3.62
C0260,2016,85.31,11.03,5.23
C0260,2017,65.84,23.42,3.01
C0260,2018,52.66,31.30,4.30
C0260,2019,64.06,18.20,3.27
C0260,2020,65.04,44.93,1.15
C0260,2021,62.04,45.57,2.58
C0260,2022,71.07,48.27,4.78
C0260,2023,57.69,15.85,4.65
C0260,2024,87.51,13.17,5.42
C0261,2015,86.30,32.24,3.96
C0261,2016,60.46,41.70,4.83
C0261,2017,76.06,21.64,3.08
C0261,2018,70.05,19.64,2.75
C0261,2019,60.00,30.71,2.70
C0261,2020,85.88,29.28,1.80
C0261,2021,59.24,29.18,3.19
C0261,2022,74.98,26.21,5.05
C0261,2023,63.41,39.08,1.06
C0261,2024,83.04,34.59,3.87
C0262,2015,74.81,29.51,1.86
C0262,2016,83.30,38.83,4.72
C0262,2017,63.91,20.47,1.70
C0262,2018,50.45,45.67,1.82
C0262,2019,58.87,25.37,1.21
C0262,2020,82.58,23.10,3.21
C0262,2021,62.67,31.69,4.24
C0262,2022,62.79,20.82,2.44
C0262,2023,67.99,20.75,1.21
C0262,2024,60.99,13.11,5.66
C0263,2015,82.28,36.08,5.30
C0263,2016,62.87,46.51,3.31
C0263,2017,74.16,37.41,5.12
C0263,2018,68.04,32.71,5.01
C0263,2019,61.49,38.47,3.81
C0263,2020,60.61,48.66,3.63
C0263,2021,70.08,23.46,4.26
C0263,2022,58.43,27.23,4.61
C0263,2023,63.83,21.45,5.10
C0263,2024,51.58,10.67,3.87
C0264,2015,81.61,23.90,4.73
C0264,2016,51.75,12.86,1.93
C0264,2017,84.89,44.34,4.73
C0264,2018,51.90,38.62,1.29
C0264,2019,83.93,22.16,4.29
C0264,2020,75.77,23.12,4.56
C0264,2021,70.24,32.78,5.84
C0264,2022,55.80,41.92,3.11
C0264,2023,60.27,38.75,1.57
C0264,2024,77.61,11.15,2.67
C0265,2015,70.49,41.41,3.10
C0265,2016,70.57,45.25,4.85
C0265,2017,55.33,13.60,1.93
C0265,2018,69.00,40.80,1.85
C0265,2019,73.61,20.07,2.10
C0265,2020,54.89,16.95,2.15
C0265,2021,88.97,31.76,5.62
C0265,2022,83.20,32.11,1.80
C0265,2023,62.70,28.84,3.06
C0265,2024,72.54,46.07,3.02
C0266,2015,72.36,19.66,1.64
C0266,2016,54.27,34.10,1.54
C0266,2017,67.53,26.39,5.55
C0266,2018,58.31,44.95,5.18
C0266,2019,63.33,15.31,5.67
C0266,2020,87.75,13.32,2.59
C0266,2021,72.05,49.71,3.63
C0266,2022,52.68,33.09,2.28
C0266,2023,76.89,46.48,2.96
C0266,2024,89.95,26.33,4.97
C0267,2015,56.71,34.17,3.38
C0267,2016,77.32,37.76,1.55
C0267,2017,82.97,49.44,1.02
C0267,2018,83.76,14.51,2.18
C0267,2019,78.30,14.99,1.92
C0267,2020,86.39,30.93,4.97
C0267,2021,51.28,12.23,4.33
C0267,2022,52.57,39.10,5.19
C0267,2023,55.38,49.63,3.09
C0267,2024,51.73,42.46,3.92
C0268,2015,54.80,20.63,3.09
C0268,2016,82.68,41.98,2.11
C0268,2017,85.86,35.12,4.15
C0268,2018,63.44,14.78,2.94
C0268,2019,88.29,32.64,2.25
C0268,2020,66.74,45.87,5.69
C0268,2021,56.88,21.60,1.54
C0268,2022,77.25,36.36,4.88
C0268,2023,66.81,11.66,3.75
C0268,2024,50.78,43.37,4.82
C0269,2015,88.65,18.24,1.45
C0269,2016,73.92,34.35,2.95
C0269,2017,74.53,30.97,4.98
C0269,2018,89.31,31.93,5.08
C0269,2019,83.34,20.15,4.94
C0269,2020,64.51,32.36,4.72
C0269,2021,51.67,34.11,2.88
C0269,2022,58.90,27.02,4.58
C0269,2023,64.06,35.33,1.55
C0269,2024,88.41,17.66,1.81
C0270,2015,85.55,30.50,3.70
C0270,2016,50.86,38.67,3.75
C0270,2017,89.49,24.72,3.36
C0270,2018,60.28,26.45,4.67
C0270,2019,81.01,16.57,3.82
C0270,2020,54.66,34.66,1.33
C0270,2021,58.81,14.94,5.44
C0270,2022,70.22,30.03,4.14
C0270,2023,78.14,18.42,5.48
C0270,2024,63.82,17.77,3.15
C0271,2015,84.93,13.83,1.01
C0271,2016,87.61,24.30,4.81
C0271,2017,54.90,44.70,3.83
C0271,2018,78.74,34.20,1.10
C0271,2019,55.28,41.16,3.86
C0271,2020,63.63,14.58,5.66
C0271,2021,82.78,22.53,2.04
C0271,2022,63.45,25.54,2.41
C0271,2023,86.30,44.40,4.25
C0271,2024,66.46,36.58,5.10
C0272,2015,62.39,29.62,4.21
C0272,2016,89.56,22.02,4.36
C0272,2017,67.66,40.40,2.63
C0272,2018,79.64,45.53,1.05
C0272,2019,73.98,31.47,5.20
C0272,2020,58.10,11.74,5.98
C0272,2021,70.01,20.87,5.33
C0272,2022,53.10,39.83,2.99
C0272,2023,78.35,25.50,2.76
C0272,2024,70.76,35.04,5.80
C0273,2015,54.90,30.98,5.94
C0273,2016,80.67,46.31,4.06
C0273,2017,82.18,22.28,3.57
C0273,2018,79.35,27.84,3.58
C0273,2019,63.16,12.59,2.01
C0273,2020,78.93,42.20,4.64
C0273,2021,73.11,23.03,1.86
C0273,2022,71.76,38.88,2.05
C0273,2023,75.95,10.12,4.37
C0273,2024,75.20,44.70,5.35
C0274,2015,81.97,48.88,4.33
C0274,2016,89.44,28.80,3.37
C0274,2017,79.05,29.30,4.48
C0274,2018,67.67,34.65,3.27
C0274,2019,68.47,49.00,4.27
C0274,2020,51.17,32.34,4.90
C0274,2021,56.40,12.95,1.07
C0274,2022,59.13,32.61,2.09
C0274,2023,89.61,26.76,4.52
C0274,2024,80.52,40.43,3.01
C0275,2015,55.66,22.13,3.61
C0275,2016,69.93,46.98,4.43
C0275,2017,58.54,42.00,3.63
C0275,2018,61.90,23.06,5.18
C0275,2019,74.18,24.08,2.90
C0275,2020,73.96,30.71,4.46
C0275,2021,84.87,13.98,3.13
C0275,2022,56.58,37.60,3.65
C0275,2023,69.90,34.37,1.57
C0275,2024,73.95,22.75,5.16
C0276,2015,87.22,35.52,2.60
C0276,2016,70.66,13.93,2.51
C0276,2017,63.63,48.08,1.44
C0276,2018,61.69,12.68,3.53
C0276,2019,58.64,23.15,3.09
C0276,2020,88.49,48.82,1.49
C0276,2021,74.12,25.93,4.76
C0276,2022,62.14,45.42,1.33
C0276,2023,79.80,16.04,1.73
C0276,2024,61.57,12.67,3.30
C0277,2015,70.15,14.33,2.79
C0277,2016,51.04,48.88,2.38
C0277,2017,83.86,13.55,3.82
C0277,2018,88.26,36.07,3.62
C0277,2019,84.63,27.62,3.16
C0277,2020,56.84,44.43,4.88
C0277,2021,83.01,21.77,3.49
C0277,2022,63.88,11.16,5.89
C0277,2023,87.45,39.94,5.01
C0277,2024,61.96,33.55,1.53
C0278,2015,53.58,27.38,2.37
C0278,2016,84.12,22.92,3.68
C0278,2017,54.67,45.98,3.34
C0278,2018,71.66,14.87,1.23
C0278,2019,65.04,15.65,3.64
C0278,2020,80.27,10.59,4.03
C0278,2021,79.96,12.90,3.32
C0278,2022,81.05,44.29,5.33
C0278,2023,52.53,41.75,3.78
C0278,2024,84.34,14.10,4.93
C0279,2015,68.65,41.19,3.93
C0279,2016,58.77,35.64,5.55
C0279,2017,61.96,25.50,2.07
C0279,2018,86.11,13.37,5.16
C0279,2019,50.24,34.09,3.24
C0279,2020,82.07,43.59,4.49
C0279,2021,86.96,26.83,3.83
C0279,2022,60.00,26.98,1.54
C0279,2023,82.88,43.07,3.18
C0279,2024,56.44,18.42,4.37
C0280,2015,50.65,16.90,5.49
C0280,2016,74.18,37.82,2.09
C0280,2017,75.85,36.26,2.78
C0280,2018,56.01,46.49,2.80
C0280,2019,70.50,23.37,3.62
C0280,2020,65.42,18.08,5.32
C0280,2021,53.05,27.15,2.98
C0280,2022,70.31,25.35,1.73
C0280,2023,73.41,47.52,3.53
C0280,2024,58.69,46.70,1.19
C0281,2015,79.59,27.13,2.72
C0281,2016,52.90,26.50,3.57
C0281,2017,72.04,27.80,3.59
C0281,2018,62.14,39.24,5.10
C0281,2019,67.44,32.00,5.01
C0281,2020,85.74,21.52,2.41
C0281,2021,76.80,40.75,2.51
C0281,2022,55.96,46.15,5.91
C0281,2023,85.45,38.71,2.96
C0281,2024,64.91,17.79,1.71
C0282,2015,63.65,41.67,4.28
C0282,2016,70.06,49.56,2.22
C0282,2017,58.21,37.41,4.02
C0282,2018,86.57,19.76,5.11
C0282,2019,68.72,10.22,1.87
C0282,2020,65.75,25.42,3.26
C0282,2021,56.84,28.81,2.91
C0282,2022,82.11,46.39,6.00
C0282,2023,88.11,34.79,4.56
C0282,2024,84.78,21.26,1.41
C0283,2015,56.46,37.67,2.14
C0283,2016,80.06,13.69,1.79
C0283,2017,58.17,18.54,1.08
C0283,2018,51.55,39.78,2.58
C0283,2019,69.38,21.89,2.62
C0283,2020,76.82,11.25,2.17
C0283,2021,54.97,29.87,3.77
C0283,2022,74.22,36.32,2.09
C0283,2023,83.75,41.56,5.71
C0283,2024,58.36,22.24,4.66
C0284,2015,67.11,26.98,1.61
C0284,2016,69.95,32.26,2.34
C0284,2017,83.25,12.99,5.91
C0284,2018,80.86,17.91,2.00
C0284,2019,80.77,24.77,1.58
C0284,2020,77.16,20.69,2.16
C0284,2021,74.71,28.63,4.57
C0284,2022,70.36,36.03,3.59
C0284,2023,64.78,31.59,1.34
C0284,2024,70.53,40.97,2.81
C0285,2015,84.15,35.05,1.43
C0285,2016,72.82,21.68,2.45
C0285,2017,89.42,14.80,1.85
C0285,2018,55.70,35.59,2.10
C0285,2019,67.65,18.48,4.89
C0285,2020,58.01,22.75,4.92
C0285,2021,64.60,41.81,4.66
C0285,2022,81.59,18.80,4.44
C0285,2023,82.99,31.51,2.23
C0285,2024,51.27,13.79,3.20
C0286,2015,88.13,26.66,3.30
C0286,2016,84.87,49.21,3.67
C0286,2017,86.20,48.18,5.28
C0286,2018,65.07,47.86,5.44
C0286,2019,69.88,33.81,2.08
C0286,2020,56.74,21.79,3.16
C0286,2021,65.87,24.20,1.74
C0286,2022,55.05,18.24,4.24
C0286,2023,84.53,13.90,3.86
C0286,2024,73.25,16.75,5.25
C0287,2015,55.44,28.69,3.59
C0287,2016,85.16,11.08,4.91
C0287,2017,53.21,47.57,2.59
C0287,2018,87.08,32.46,4.47
C0287,2019,54.23,16.94,1.20
C0287,2020,78.72,26.65,1.76
C0287,2021,75.81,25.05,3.23
C0287,2022,81.31,43.41,5.43
C0287,2023,72.59,14.82,5.43
C0287,2024,64.00,27.19,3.99
C0288,2015,60.98,38.45,1.65
C0288,2016,87.82,24.93,4.40
C0288,2017,67.65,24.30,1.88
C0288,2018,83.69,23.62,2.75
C0288,2019,78.92,40.48,2.57
C0288,2020,76.25,14.77,5.42
C0288,2021,88.82,44.27,4.47
C0288,2022,72.62,12.84,1.36
C0288,2023,79.32,22.76,5.22
C0288,2024,83.99,25.56,3.15
C0289,2015,51.84,25.74,4.77
C0289,2016,89.85,17.51,4.88
C0289,2017,60.49,34.13,5.99
C0289,2018,78.10,28.14,2.73
C0289,2019,88.14,32.70,5.32
C0289,2020,80.53,34.60,2.43
C0289,2021,59.18,17.65,5.98
C0289,2022,64.49,46.81,3.05
C0289,2023,66.57,43.20,4.30
C0289,2024,73.45,43.14,5.97
C0290,2015,74.12,31.27,2.00
C0290,2016,81.52,42.80,4.12
C0290,2017,84.39,35.10,5.99
C0290,2018,53.58,28.02,5.72
C0290,2019,60.93,40.10,2.10
C0290,2020,63.75,34.00,1.49
C0290,2021,50.53,10.08,3.13
C0290,2022,66.70,49.88,4.82
C0290,2023,64.35,27.19,4.95
C0290,2024,71.02,32.87,4.04
C0291,2015,54.01,26.24,4.07
C0291,2016,66.56,14.01,1.60
C0291,2017,73.90,43.36,3.21
C0291,2018,82.15,37.30,3.88
C0291,2019,80.66,43.14,4.42
C0291,2020,66.19,29.36,1.46
C0291,2021,65.58,41.67,4.45
C0291,2022,51.50,41.91,5.71
C0291,2023,53.31,23.45,4.93
C0291,2024,84.90,10.16,4.12
C0292,2015,82.24,44.39,1.49
C0292,2016,50.84,17.39,4.97
C0292,2017,85.31,44.75,4.31
C0292,2018,74.56,34.73,3.74
C0292,2019,82.08,35.39,5.01
C0292,2020,70.10,19.89,4.37
C0292,2021,56.03,26.10,3.35
C0292,2022,64.28,22.48,2.17
C0292,2023,68.00,17.61,3.52
C0292,2024,80.16,38.98,1.77
C0293,2015,82.51,13.83,1.30
C0293,2016,79.66,30.48,2.17
C0293,2017,69.07,31.44,2.84
C0293,2018,76.55,48.22,4.23
C0293,2019,61.82,44.78,3.50
C0293,2020,89.51,29.67,4.68
C0293,2021,56.73,43.77,4.69
C0293,2022,78.94,41.62,4.53
C0293,2023,56.20,11.12,3.74
C0293,2024,61.23,46.89,4.32
C0294,2015,79.95,37.52,5.89
C0294,2016,79.16,36.88,4.53
C0294,2017,54.98,38.54,4.71
C0294,2018,77.14,18.99,2.46
